7 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
98        249       4               6                2.0        ERR124247
389       436       4               6                6.2        ERR124247
1811      1998      3               8                1.7        ERR065305
534       566       2               11               2.0        ERR129176
223       249       4               14               1.2        ERR129212
1         205       1               21               9.8        ERR069773
206       582       3               21               1.6        ERR069773
534       566       2               30               2.0        ERR129117
1811      1998      3               37               1.7        ERR065325
1811      1998      3               38               0.7        ERR124256
1811      1998      3               42               1.7        ERR065960
534       566       2               46               2.6        ERR124244
534       566       2               52               2.0        ERR069706
1811      1998      3               57               0.7        ERR069809
1         205       1               58               9.8        ERR065302
206       582       3               58               1.6        ERR065302
1811      1998      3               63               0.7        ERR068048
98        249       4               65               3.3        ERR129164
534       566       2               82               2.0        ERR129213
534       566       2               84               2.0        ERR129042
1         205       1               86               9.8        ERR129040
206       582       3               86               1.6        ERR129040
1         249       4               89               0.3        ERR129102
223       249       4               92               1.2        ERR069748
534       566       2               93               2.0        ERR069843
98        249       4               95               3.3        ERR129088
1811      1998      3               97               0.7        ERR065350
534       566       2               108              2.0        ERR124255
534       566       2               110              2.0        ERR124235
223       249       4               114              1.2        ERR069689
206       412       4               116              2.5        ERR068005
98        249       4               118              3.3        ERR067981
98        249       4               123              2.0        ERR124271
389       436       4               123              6.2        ERR124271
1         249       4               126              0.5        ERR124228
534       566       2               137              2.0        ERR129157
206       412       4               159              2.5        ERR129027
223       249       4               165              1.2        ERR129180
98        249       4               169              3.3        ERR129158
206       436       4               177              3.6        ERR129066
98        249       4               183              3.3        ERR068012
1         412       4               185              1.0        ERR067993
534       566       2               186              2.0        ERR069708
1         249       4               199              0.5        ERR067961
534       566       2               205              1.9        ERR065973
534       566       2               209              2.7        ERR069825
1811      1998      3               210              1.7        ERR069737
1         205       1               219              10.5       ERR068039
206       602       3               219              3.0        ERR068039
1811      1998      3               225              1.3        ERR065317
1811      1998      3               228              1.7        ERR129050
98        249       4               243              2.0        ERR129041
389       436       4               243              6.2        ERR129041
206       412       4               255              2.5        ERR124223
534       566       2               257              2.0        ERR129167
534       566       2               263              2.0        ERR068003
223       249       4               270              1.2        ERR068006
534       566       2               271              2.0        ERR068035
437       657       2               281              0.3        ERR069781
223       249       4               282              1.2        ERR069832
1         249       4               284              0.5        ERR124292
437       657       2               285              0.3        ERR129186
534       566       2               286              2.0        ERR124308
437       657       2               288              0.3        ERR069805
437       657       2               289              0.3        ERR124220
437       657       2               292              0.3        ERR067998
1         249       4               293              0.5        ERR124312
1811      1998      3               295              1.7        ERR129183
437       657       2               296              0.3        ERR068034
437       657       2               301              0.3        ERR069691
223       249       4               303              1.2        ERR069716
98        249       4               304              2.0        ERR124289
389       436       4               304              6.2        ERR124289
437       657       2               305              0.3        ERR129153
1811      1998      3               310              1.3        ERR124281
223       249       4               311              1.2        ERR069750
98        249       4               314              3.3        ERR069683
1         412       4               319              1.0        ERR069803
534       566       2               326              2.0        ERR065303
206       412       4               331              2.5        ERR069759
1         249       4               340              0.5        ERR069718
1         249       4               341              0.5        ERR124224
98        249       4               345              2.0        ERR124309
389       436       4               345              6.2        ERR124309
206       412       4               349              2.5        ERR069741
534       566       2               351              2.0        ERR129062
206       436       4               356              3.6        ERR067991
206       412       4               359              2.3        ERR069722
223       249       4               361              1.2        ERR069701
1         205       1               363              10.5       ERR129124
206       602       3               363              3.0        ERR129124
1811      1998      3               365              1.7        ERR065299
98        249       4               366              2.0        ERR129184
389       436       4               366              6.2        ERR129184
534       566       2               367              2.0        ERR124233
534       566       2               382              2.0        ERR068023
534       566       2               384              2.0        ERR069791
1811      1998      3               398              0.7        ERR069731
437       657       2               403              0.3        ERR069714
534       566       2               404              2.0        ERR068036
1         249       4               405              0.3        ERR129071
206       436       4               411              3.6        ERR129038
1         249       4               413              0.5        ERR124243
437       657       2               415              0.3        ERR129046
437       657       2               416              0.3        ERR129053
98        249       4               419              3.3        ERR124285
98        249       4               420              3.3        ERR129126
223       249       4               421              1.1        ERR129151
437       657       2               422              1.4        ERR124225
1         205       1               423              10.5       ERR065321
206       602       3               423              3.0        ERR065321
1811      1998      3               424              1.7        ERR068011
