5 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
411       449       1               1                7.5        ERR069738
411       449       1               49               7.5        ERR129096
411       449       1               54               7.5        ERR069686
411       449       1               58               7.5        ERR069688
411       449       1               60               7.5        ERR124307
692       768       4               69               2.5        ERR129028
411       449       1               95               7.5        ERR129204
411       449       1               102              7.5        ERR067996
309       325       4               107              4.8        ERR124228
411       449       1               156              7.5        ERR067995
309       325       4               171              4.4        ERR067961
411       449       1               189              7.5        ERR124248
411       449       1               205              7.5        ERR065338
309       325       4               239              4.4        ERR124292
309       325       4               248              4.4        ERR124312
411       449       1               253              7.5        ERR069767
309       325       4               286              4.4        ERR069718
309       325       4               287              4.4        ERR124224
411       449       1               301              7.5        ERR124260
411       449       1               312              7.5        ERR069778
249       308       3               321              0.9        ERR129134
411       449       1               334              7.5        ERR129156
309       325       4               344              4.4        ERR124243
411       449       1               358              7.5        ERR069836
309       325       4               363              4.4        ERR124276
309       325       4               365              4.4        ERR129067
411       511       3               367              13.9       ERR068030
411       449       1               384              7.5        ERR067965
411       449       1               388              7.5        ERR124318
309       325       4               454              4.4        ERR129073
411       449       1               471              7.5        ERR069783
411       449       1               493              7.5        ERR067987
