11 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1         105       4               69               4.3        ERR065332
106       186       1               69               2.0        ERR065332
151       161       2               164              1.0        ERR067993
256       407       1               164              19.6       ERR067993
460       501       4               164              5.0        ERR067993
571       603       1               164              4.7        ERR067993
1         208       2               175              6.2        ERR129059
232       300       1               175              4.1        ERR129059
313       327       1               175              2.1        ERR129059
424       511       4               175              9.2        ERR129059
1         86        1               180              3.5        ERR124250
106       214       1               180              2.9        ERR124250
93        358       1               254              19.8       ERR129043
93        358       1               278              19.8       ERR124227
675       739       4               280              5.4        ERR069813
1         40        2               345              3.4        ERR069761
151       170       4               345              1.1        ERR069761
202       272       4               345              1.4        ERR069761
281       303       4               345              2.5        ERR069761
151       161       2               375              1.1        ERR069743
321       340       3               378              4.0        ERR065288
604       641       4               378              4.2        ERR065288
675       739       4               398              5.6        ERR065955
44        231       1               443              2.0        ERR069702
1         40        2               521              4.3        ERR124270
122       186       1               521              6.2        ERR124270
232       295       1               521              8.2        ERR124270
