9 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1         117       2               2                2.1        ERR065974
134       189       3               9                7.8        ERR069786
545       743       1               16               1.5        ERR069814
158       443       3               21               9.4        ERR069773
1         117       2               25               2.8        ERR124226
158       443       3               28               9.4        ERR124319
545       743       1               32               1.5        ERR068007
158       212       2               40               4.1        ERR069819
158       443       3               56               9.4        ERR065302
134       189       3               65               7.8        ERR069685
545       743       1               68               1.5        ERR124257
512       607       3               72               2.6        ERR068025
512       607       3               74               2.6        ERR069811
158       443       3               84               9.4        ERR129040
512       607       3               89               2.6        ERR129152
158       212       2               99               4.1        ERR124310
66        117       1               114              3.6        ERR068005
66        248       3               121              17.3       ERR124271
1         117       2               124              2.1        ERR124228
158       212       2               141              3.3        ERR129055
512       607       3               143              2.6        ERR065327
158       443       3               146              9.4        ERR124288
545       743       1               154              1.5        ERR069789
158       212       2               159              4.1        ERR129048
1         117       2               161              2.1        ERR065965
512       607       3               176              2.6        ERR129039
1         117       2               196              2.1        ERR067961
66        117       1               197              3.6        ERR069820
158       212       2               203              4.1        ERR065309
182       198       3               207              1.2        ERR069737
512       607       3               211              2.6        ERR124232
158       443       3               216              9.4        ERR068039
1         117       2               226              2.8        ERR129064
512       607       3               237              2.6        ERR067994
66        248       3               240              17.3       ERR129041
158       212       2               246              4.1        ERR124305
1         117       2               247              2.8        ERR069769
158       212       2               266              4.1        ERR129111
122       189       3               269              9.7        ERR069798
1         117       2               280              2.1        ERR124292
122       189       3               283              9.7        ERR129043
545       743       1               287              1.5        ERR068021
1         117       2               289              2.1        ERR124312
122       189       3               290              9.7        ERR065971
66        248       3               300              17.3       ERR124289
122       189       3               309              9.7        ERR124227
158       212       2               312              4.1        ERR124253
512       607       3               317              2.6        ERR124254
122       189       3               318              9.7        ERR129168
512       607       3               320              2.6        ERR065298
66        117       1               327              3.6        ERR069759
1         117       2               336              2.1        ERR069718
1         117       2               337              2.1        ERR124224
66        248       3               341              17.3       ERR124309
66        117       1               345              3.6        ERR069741
512       607       3               348              2.6        ERR129203
158       218       2               350              3.6        ERR065316
158       218       2               351              3.6        ERR124217
158       443       3               359              9.4        ERR129124
66        248       3               362              17.3       ERR129184
158       218       2               364              3.6        ERR124266
158       443       3               407              9.4        ERR124294
1         117       2               408              2.1        ERR124243
158       443       3               417              9.4        ERR065321
512       607       3               419              2.6        ERR124264
158       218       2               422              2.8        ERR129082
1         117       2               433              2.1        ERR124276
66        248       3               435              17.3       ERR065318
1         117       2               437              2.1        ERR129067
512       607       3               441              2.6        ERR067997
512       607       3               454              2.6        ERR069766
122       189       3               458              9.7        ERR065969
545       743       1               460              1.5        ERR129185
122       189       3               475              9.7        ERR069693
512       607       3               476              2.6        ERR129169
1         117       2               485              2.1        ERR065296
512       607       3               526              2.6        ERR124317
158       443       3               527              9.4        ERR129188
158       443       3               530              9.4        ERR129056
122       189       3               532              9.7        ERR069779
158       443       3               534              9.4        ERR069775
66        117       1               539              3.6        ERR129084
1         117       2               540              2.1        ERR129073
1         117       1               542              4.2        ERR069840
512       607       4               542              5.4        ERR069840
158       218       2               550              3.6        ERR069757
1         46        2               567              0.2        ERR067970
158       218       2               576              3.6        ERR129145
545       743       1               579              1.5        ERR067972
158       443       3               580              9.4        ERR124297
66        117       1               597              3.6        ERR067979
158       443       3               599              9.4        ERR124286
