1 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
556       568       2               21               1.7        ERR069773
556       568       2               31               1.7        ERR069764
556       568       2               38               1.9        ERR124256
556       568       2               57               1.9        ERR069809
556       568       2               58               1.7        ERR065302
556       568       2               63               1.9        ERR068048
556       568       2               86               1.7        ERR129040
556       568       2               97               1.9        ERR065350
556       568       2               127              1.9        ERR129044
556       568       2               219              1.7        ERR068039
556       568       2               363              1.7        ERR129124
556       568       2               398              1.9        ERR069731
556       568       2               423              1.7        ERR065321
556       568       2               479              1.9        ERR065347
556       568       2               534              1.7        ERR129188
556       568       2               537              1.7        ERR129056
556       568       2               541              1.7        ERR069775
556       568       2               608              1.9        ERR129201
556       568       2               612              1.9        ERR129194
