14 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1         416       5               20               12.7       ERR069735
1         241       2               27               1.7        ERR069823
1         437       5               37               14.7       ERR065325
149       326       5               38               17.0       ERR124256
1         416       5               40               12.7       ERR069819
1         437       5               42               14.7       ERR065960
149       326       5               57               17.0       ERR069809
1         468       5               62               13.7       ERR069824
1525      1776      2               62               10.5       ERR069824
1777      1800      5               62               1.0        ERR069824
827       848       4               74               20.8       ERR068025
1         241       2               75               2.2        ERR067964
827       848       4               76               20.8       ERR069811
1525      1737      2               79               15.2       ERR065332
1         241       2               87               1.7        ERR069835
1         468       5               90               13.7       ERR069729
1525      1776      2               90               10.5       ERR069729
1777      1800      5               90               1.0        ERR069729
827       848       4               91               20.8       ERR129152
427       536       4               101              38.3       ERR124310
1525      1776      2               121              14.0       ERR069785
1777      1800      5               121              1.5        ERR069785
1525      1737      2               134              15.2       ERR069725
1         241       2               139              1.7        ERR069746
827       848       4               145              20.8       ERR065327
1525      1737      2               149              15.2       ERR129026
438       536       4               161              34.4       ERR129048
1         172       6               166              7.5        ERR068016
1525      1737      2               170              15.2       ERR069698
1         241       2               171              1.7        ERR069812
1         172       6               177              7.5        ERR129066
827       848       4               178              20.8       ERR129039
1525      1737      2               184              15.2       ERR124274
427       709       3               185              1.2        ERR067993
770       864       5               192              1.3        ERR129108
1         241       2               198              1.7        ERR065292
438       536       4               206              34.4       ERR065309
1525      1737      2               207              15.2       ERR124283
1525      1737      2               208              15.2       ERR065293
1         139       3               209              1.8        ERR069825
1         172       6               212              7.5        ERR065304
827       848       4               214              20.8       ERR124232
1         437       5               228              14.7       ERR129050
1525      1776      2               229              14.0       ERR129064
1777      1800      5               229              1.5        ERR129064
1525      1737      2               234              15.2       ERR124221
1525      1737      2               236              15.2       ERR068026
827       848       4               240              20.8       ERR067994
1525      1737      2               244              15.2       ERR065297
1525      1737      2               246              15.2       ERR129061
438       536       4               249              34.4       ERR124305
1         241       2               254              1.7        ERR065967
1         241       2               268              1.7        ERR065344
438       536       4               269              34.4       ERR129111
1         172       6               279              7.5        ERR065959
1525      1737      2               283              15.2       ERR065320
1         468       5               309              13.7       ERR069772
1525      1776      2               309              10.5       ERR069772
1777      1800      5               309              1.0        ERR069772
1         416       5               315              12.7       ERR069813
438       536       4               316              34.4       ERR124253
1525      1737      2               317              15.2       ERR069724
427       700       3               319              0.9        ERR069803
827       848       4               321              20.8       ERR124254
827       848       4               324              20.8       ERR065298
1525      1737      2               328              15.2       ERR068042
1525      1737      2               330              15.2       ERR124249
1         241       2               335              1.7        ERR065962
1525      1737      2               338              15.2       ERR129198
1262      1437      2               339              6.4        ERR069742
1         468       5               346              13.7       ERR069806
1525      1776      2               346              10.5       ERR069806
1777      1800      5               346              1.0        ERR069806
1525      1737      2               348              15.2       ERR067978
827       848       4               352              20.8       ERR129203
1525      1737      2               353              15.2       ERR068032
438       536       4               354              34.4       ERR065316
438       536       4               355              34.4       ERR124217
1         172       6               356              7.5        ERR067991
1525      1776      2               362              14.0       ERR129162
1777      1800      5               362              1.5        ERR129162
1         437       5               365              18.3       ERR065299
438       536       4               368              34.4       ERR124266
1525      1737      2               371              15.2       ERR124239
1262      1437      2               374              6.4        ERR065294
1525      1737      2               380              15.2       ERR068028
1         437       5               396              14.7       ERR065315
1         241       2               400              1.7        ERR069755
1         416       5               409              12.7       ERR069838
1         172       6               411              7.5        ERR129038
1525      1737      2               417              15.2       ERR124272
1         416       5               421              11.0       ERR129151
827       848       4               425              20.8       ERR124264
1525      1776      2               427              14.0       ERR124252
1777      1800      5               427              1.5        ERR124252
1525      1776      2               438              14.0       ERR067982
1777      1800      5               438              1.5        ERR067982
827       848       4               447              20.8       ERR067997
1         468       5               449              13.7       ERR069730
1525      1776      2               449              10.5       ERR069730
1777      1800      5               449              1.0        ERR069730
1525      1737      2               451              15.2       ERR124300
427       713       3               455              1.0        ERR069841
1         437       5               460              14.7       ERR069739
827       848       4               461              20.8       ERR069766
1         241       2               462              1.7        ERR069765
1262      1437      2               472              6.4        ERR065352
827       848       4               483              20.8       ERR129169
1         241       2               489              1.7        ERR124231
1525      1776      2               494              14.0       ERR065958
1777      1800      5               494              1.5        ERR065958
1525      1737      2               498              15.2       ERR129054
1         241       2               500              1.7        ERR069732
1         133       2               525              0.6        ERR068009
1         241       2               527              1.7        ERR065330
1525      1737      2               528              15.2       ERR129060
1         241       2               532              1.7        ERR069719
827       848       4               533              20.8       ERR124317
1         241       2               543              1.7        ERR069770
1         416       5               548              11.0       ERR069815
1         241       2               551              1.7        ERR069721
1525      1776      2               556              14.0       ERR069797
1777      1800      5               556              1.5        ERR069797
438       536       4               557              34.4       ERR069757
1         468       5               559              13.7       ERR069816
1525      1776      2               559              10.5       ERR069816
1777      1800      5               559              1.0        ERR069816
1525      1737      2               563              15.2       ERR068049
1         437       5               568              14.7       ERR069695
1         172       6               572              7.5        ERR124230
1525      1776      2               578              14.0       ERR069821
1777      1800      5               578              1.5        ERR069821
1         241       2               581              1.7        ERR069740
438       536       4               583              34.4       ERR129145
1         468       5               595              13.7       ERR065956
1525      1776      2               595              10.5       ERR065956
1777      1800      5               595              1.0        ERR065956
149       326       5               608              17.0       ERR129201
