2 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
567       596       3               126              1.3        ERR124228
567       596       3               199              1.3        ERR067961
567       596       3               284              1.3        ERR124292
567       596       3               293              1.3        ERR124312
755       761       1               301              0.3        ERR069691
567       596       3               340              1.3        ERR069718
567       596       3               341              1.3        ERR124224
567       596       3               413              1.3        ERR124243
567       596       3               439              1.3        ERR124276
567       596       3               443              1.3        ERR129067
567       596       3               547              1.3        ERR129073
