27 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
379       1477      4               1                0.2        ERR069738
1         45        4               2                0.6        ERR065974
1595      2007      5               5                2.1        ERR069700
121       235       7               6                13.3       ERR124247
1473      1517      1               9                7.9        ERR069786
1542      1722      1               9                2.0        ERR069786
1987      2007      5               9                2.1        ERR069786
1         73        2               10               1.4        ERR129179
579       1150      3               10               27.4       ERR129179
1473      1517      1               11               7.9        ERR129176
1542      1722      1               11               2.0        ERR129176
1987      2007      5               11               2.1        ERR129176
1         649       4               12               15.8       ERR069709
949       1374      6               14               14.2       ERR129212
1595      1633      1               14               6.1        ERR129212
1512      2007      3               15               17.6       ERR068037
1         73        2               17               1.4        ERR124241
579       1150      3               17               27.4       ERR124241
1         73        2               19               1.4        ERR124293
579       1150      3               19               27.4       ERR124293
1264      1472      7               20               14.1       ERR069735
1595      2007      5               22               2.1        ERR067966
1         649       4               29               15.8       ERR068001
1473      1517      1               30               7.9        ERR129117
1542      1722      1               30               2.0        ERR129117
1987      2007      5               30               2.1        ERR129117
637       900       1               31               17.1       ERR069764
1018      1090      1               31               18.5       ERR069764
1595      2007      5               34               2.1        ERR067969
1         73        2               35               1.4        ERR069703
579       1150      3               35               27.4       ERR069703
379       1477      4               37               0.2        ERR065325
1         73        2               39               1.4        ERR129087
579       1150      3               39               27.4       ERR129087
1264      1472      7               40               14.1       ERR069819
379       1477      4               42               0.2        ERR065960
1         45        4               50               0.6        ERR065341
1         45        4               54               0.6        ERR129130
379       1477      4               55               0.2        ERR129096
1595      2007      5               60               2.1        ERR124314
1512      2007      3               61               17.6       ERR069686
1595      2007      5               62               2.1        ERR069824
1512      2007      3               66               17.6       ERR069688
1473      1517      1               67               7.9        ERR069685
1542      1722      1               67               2.0        ERR069685
1987      2007      5               67               2.1        ERR069685
379       1477      4               68               0.2        ERR124307
1         73        2               69               1.4        ERR067962
579       1150      3               69               27.4       ERR067962
989       1374      2               73               26.8       ERR124287
1987      2007      5               74               1.8        ERR068025
1987      2007      5               76               1.8        ERR069811
637       900       1               80               19.4       ERR129028
1018      1090      1               80               20.3       ERR129028
1473      1517      1               82               7.9        ERR129213
1542      1722      1               82               2.0        ERR129213
1987      2007      5               82               2.1        ERR129213
1473      1517      1               84               7.9        ERR129042
1541      1722      1               84               1.9        ERR129042
1987      2007      5               84               2.1        ERR129042
1         73        2               85               1.4        ERR129148
579       1150      3               85               27.4       ERR129148
989       1374      2               88               26.8       ERR129146
1595      2007      5               90               2.1        ERR069729
1987      2007      5               91               1.8        ERR129152
949       1374      6               92               14.2       ERR069748
1595      1633      1               92               6.1        ERR069748
932       1109      6               101              4.6        ERR124310
1319      1472      2               101              0.1        ERR124310
932       1109      6               110              5.1        ERR124235
379       1477      4               112              0.2        ERR129204
949       1374      6               114              14.2       ERR069689
1595      1633      1               114              6.1        ERR069689
1         649       4               116              15.8       ERR068005
1         73        2               117              1.4        ERR069749
579       1150      3               117              27.4       ERR069749
1512      2007      3               119              17.6       ERR067996
1040      1097      3               121              20.8       ERR069785
1987      2007      5               121              1.4        ERR069785
1         73        2               125              1.4        ERR124277
579       1150      3               125              27.4       ERR124277
970       1109      6               127              4.2        ERR129044
1         649       4               128              15.8       ERR065353
1         73        2               129              1.4        ERR129074
579       1150      3               129              27.4       ERR129074
1         649       4               131              15.8       ERR065953
989       1374      2               132              26.8       ERR129076
1473      1517      1               137              7.9        ERR129157
1541      1722      1               137              1.9        ERR129157
1987      2007      5               137              2.1        ERR129157
1176      2007      3               138              3.2        ERR124311
989       1374      2               143              25.3       ERR129055
1987      2007      5               145              1.8        ERR065327
637       699       1               150              9.1        ERR124218
1         649       4               152              15.8       ERR069710
1         73        2               155              1.4        ERR065300
579       1150      3               155              27.4       ERR065300
1512      2007      3               157              17.6       ERR065343
1         649       4               159              15.8       ERR129027
1         45        4               163              0.6        ERR065965
949       1374      6               165              14.2       ERR129180
1595      1633      1               165              6.1        ERR129180
1595      2007      5               166              2.1        ERR068016
1         73        2               167              1.4        ERR065324
579       1150      3               167              27.4       ERR065324
637       900       1               173              19.4       ERR129083
1018      1090      1               173              20.3       ERR129083
1595      2007      5               175              2.1        ERR069787
1595      2007      5               177              1.7        ERR129066
1987      2007      5               178              1.8        ERR129039
1         73        2               179              1.4        ERR065329
579       1150      3               179              27.4       ERR065329
1         73        2               181              1.4        ERR129200
579       1150      3               181              27.4       ERR129200
1512      2007      3               182              17.6       ERR067995
1         45        4               185              0.9        ERR067993
1473      1517      1               186              7.9        ERR069708
1539      1722      1               186              1.9        ERR069708
1987      2007      5               186              2.1        ERR069708
1595      2007      5               190              2.1        ERR069744
1         73        2               195              1.4        ERR068019
579       1150      3               195              27.4       ERR068019
1         73        2               196              1.4        ERR129099
579       1150      3               196              27.4       ERR129099
