3 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
212       321       3               1                6.4        ERR069738
1         172       1               2                32.4       ERR065974
115       172       1               9                12.5       ERR069786
115       172       1               11               12.5       ERR129176
212       321       3               15               6.4        ERR068037
1         172       1               21               31.4       ERR069773
212       321       3               24               6.9        ERR129105
555       677       3               24               0.5        ERR129105
1         172       1               27               31.4       ERR069823
115       172       1               28               12.5       ERR124319
115       172       1               30               12.5       ERR129117
1         172       1               31               31.4       ERR069764
212       321       3               36               6.9        ERR129195
555       677       3               36               0.5        ERR129195
1         172       1               38               31.4       ERR124256
1         172       1               45               31.4       ERR069712
1         172       1               50               32.4       ERR065341
1         172       1               54               32.4       ERR129130
212       321       3               55               6.4        ERR129096
1         172       1               57               31.4       ERR069809
1         172       1               58               31.4       ERR065302
1         172       1               59               31.4       ERR129187
212       321       3               61               6.4        ERR069686
1         172       1               63               31.4       ERR068048
1         172       1               65               31.4       ERR129164
212       321       3               66               6.4        ERR069688
115       172       1               67               12.5       ERR069685
212       321       3               68               6.4        ERR124307
212       321       3               72               6.9        ERR065301
555       677       3               72               0.5        ERR065301
115       172       1               74               12.5       ERR068025
1         172       1               75               31.4       ERR067964
115       172       1               76               12.5       ERR069811
212       321       3               79               6.9        ERR065332
555       677       3               79               0.5        ERR065332
115       172       1               82               12.5       ERR129213
115       172       1               84               12.5       ERR129042
1         172       1               86               31.4       ERR129040
1         172       1               87               31.4       ERR069835
115       172       1               91               12.5       ERR129152
1         172       1               95               31.4       ERR129088
1         172       1               97               31.4       ERR065350
115       172       1               101              12.5       ERR124310
1         172       1               106              31.4       ERR068014
212       321       3               109              6.9        ERR065342
555       677       3               109              0.5        ERR065342
115       172       1               110              13.1       ERR124235
212       321       3               112              6.4        ERR129204
1         172       1               113              31.4       ERR129094
1         172       1               118              31.4       ERR067981
212       321       3               119              6.4        ERR067996
212       321       3               126              6.4        ERR124228
212       321       3               134              6.9        ERR069725
555       677       3               134              0.5        ERR069725
1         172       1               136              31.4       ERR129051
115       172       1               137              12.5       ERR129157
1         172       1               138              31.4       ERR124311
1         172       1               139              31.4       ERR069746
115       172       1               145              12.5       ERR065327
115       172       1               148              12.5       ERR124288
212       321       3               149              6.9        ERR129026
555       677       3               149              0.5        ERR129026
212       321       3               156              6.4        ERR065343
115       172       1               160              12.5       ERR129048
1         172       1               161              31.4       ERR065968
1         172       1               162              32.4       ERR065965
1         172       1               168              31.4       ERR129158
212       321       3               169              6.9        ERR069698
555       677       3               169              0.5        ERR069698
1         172       1               170              31.4       ERR069812
115       172       1               177              12.5       ERR129039
212       321       3               181              6.4        ERR067995
1         172       1               182              31.4       ERR068012
212       321       3               183              6.9        ERR124274
555       677       3               183              0.5        ERR124274
1         172       1               184              31.2       ERR067993
115       172       1               185              12.5       ERR069708
212       321       3               188              6.4        ERR067974
1         172       1               192              31.4       ERR129132
1         172       1               197              31.4       ERR065292
212       321       3               198              6.4        ERR067961
1         172       1               199              31.4       ERR069820
1         172       1               203              31.4       ERR069690
115       172       1               205              12.5       ERR065309
212       321       3               206              6.9        ERR124283
555       677       3               206              0.5        ERR124283
212       321       3               207              6.9        ERR065293
555       677       3               207              0.5        ERR065293
115       172       1               213              12.5       ERR124232
1         172       1               214              31.4       ERR068018
1         172       1               218              31.4       ERR068039
212       321       3               221              6.4        ERR124248
1         172       1               231              31.4       ERR129206
212       321       3               233              6.9        ERR124221
555       677       3               233              0.5        ERR124221
212       321       3               235              6.9        ERR068026
555       677       3               235              0.5        ERR068026
212       321       3               238              6.9        ERR129077
555       677       3               238              0.5        ERR129077
115       172       1               239              12.5       ERR067994
212       321       3               241              6.4        ERR065338
212       321       3               243              6.9        ERR065297
555       677       3               243              0.5        ERR065297
212       321       3               245              6.9        ERR129061
555       677       3               245              0.5        ERR129061
115       172       1               248              12.5       ERR124305
1         172       1               251              31.4       ERR069768
1         172       1               253              31.4       ERR065967
115       172       1               256              12.5       ERR129167
1         172       1               260              31.4       ERR129090
1         172       1               267              31.4       ERR065344
115       172       1               268              12.5       ERR129111
115       172       1               271              12.5       ERR069798
1         172       1               272              32.4       ERR124278
