2 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1         200       3               22               1.0        ERR067966
1         200       3               25               1.0        ERR124226
1         200       3               34               1.0        ERR067969
1         200       3               60               1.0        ERR124314
928       1015      3               116              2.0        ERR068005
1         200       3               175              1.0        ERR069787
1         200       3               190              1.0        ERR069744
1         200       3               209              1.0        ERR069825
1         200       3               229              1.0        ERR129064
1         200       3               250              1.0        ERR069769
928       1015      3               331              2.0        ERR069759
928       1015      3               349              2.0        ERR069741
1         200       3               378              1.0        ERR129128
928       1015      3               396              2.0        ERR065315
1         200       3               450              1.0        ERR069763
928       1015      3               460              2.0        ERR069739
1         200       3               499              1.0        ERR069747
1         200       3               526              1.0        ERR124303
928       1015      3               568              2.0        ERR069695
1         200       3               582              1.0        ERR065963
928       1015      3               604              2.0        ERR067979
