2 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
225       520       5               26               0.1        ERR129196
225       520       5               72               0.1        ERR065301
225       520       5               109              0.1        ERR065342
225       520       5               213              0.1        ERR129144
349       597       5               229              3.0        ERR129064
225       520       5               239              0.1        ERR129077
367       624       3               265              0.3        ERR129181
412       520       3               309              0.0        ERR069772
225       520       5               323              0.1        ERR124320
367       520       3               339              1.4        ERR069742
225       520       5               369              0.1        ERR069818
367       520       3               374              1.8        ERR065294
367       624       3               396              1.1        ERR065315
225       520       5               416              0.1        ERR129053
225       520       5               419              0.1        ERR124285
225       520       5               442              0.1        ERR068010
367       520       3               472              1.4        ERR065352
225       520       5               475              0.1        ERR129182
225       520       5               521              0.1        ERR069799
404       520       3               559              1.1        ERR069816
