4 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
836       1040      2               5                150.1      ERR129212
1         820       6               9                2.9        ERR129029
860       955       6               17               31.6       ERR124244
836       1040      2               29               150.1      ERR069748
836       1040      2               34               150.1      ERR069689
1         820       6               38               2.9        ERR129052
1         820       6               39               3.6        ERR124271
836       1040      2               53               150.1      ERR129180
1         820       6               82               3.6        ERR129041
1         820       6               83               2.9        ERR124219
836       1040      2               96               150.1      ERR068006
836       1040      2               100              150.1      ERR069832
1         820       6               101              3.6        ERR069800
836       1040      2               104              150.1      ERR069716
1         820       6               105              4.4        ERR124289
836       1040      2               108              150.1      ERR069750
1         820       6               111              3.6        ERR065966
1         820       6               114              3.6        ERR069790
1         820       6               116              4.4        ERR124309
836       1040      2               120              150.1      ERR069701
1         820       6               121              3.6        ERR129184
1         820       6               127              3.6        ERR065355
1         820       6               145              3.6        ERR065318
836       1040      2               156              150.1      ERR067983
836       1040      2               165              150.1      ERR067989
1         859       2               186              13.6       ERR069840
1         820       6               188              3.6        ERR069736
1         820       6               202              3.6        ERR065331
1         820       6               212              2.9        ERR129171
