3 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
418       583       2               12               3.6        ERR069709
465       595       3               24               4.2        ERR129105
465       595       3               26               4.2        ERR129196
418       583       2               29               3.6        ERR068001
465       595       3               36               4.2        ERR129195
465       595       3               72               4.2        ERR065301
465       595       3               109              4.2        ERR065342
434       583       2               131              4.5        ERR065953
434       583       2               152              4.5        ERR069710
465       595       3               213              4.2        ERR129144
465       595       3               239              4.2        ERR129077
434       583       2               256              4.5        ERR069734
434       583       2               260              4.5        ERR129092
465       595       3               292              4.2        ERR067998
465       595       3               322              4.2        ERR124320
434       583       2               342              4.5        ERR069827
566       583       2               358              4.1        ERR069722
465       595       3               368              4.2        ERR069818
465       595       3               402              4.2        ERR069714
232       546       1               435              0.7        ERR124301
465       595       3               441              4.2        ERR068010
566       583       2               443              4.1        ERR065349
465       595       3               474              4.2        ERR129182
434       583       2               475              4.5        ERR069788
434       583       2               512              4.5        ERR068043
465       595       3               520              4.2        ERR069799
566       583       2               570              4.1        ERR068022
