2 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
150       265       4               4                2.0        ERR129037
140       169       4               7                11.0       ERR124222
140       169       4               12               11.0       ERR069709
150       265       4               13               2.0        ERR067985
150       265       4               16               2.0        ERR069814
150       265       4               28               2.0        ERR124319
140       169       4               29               11.0       ERR068001
150       265       4               32               2.0        ERR068007
100       265       4               40               7.8        ERR069819
150       265       4               44               2.0        ERR065326
140       169       4               47               11.0       ERR129075
150       265       4               48               2.0        ERR069713
100       265       4               52               7.8        ERR069706
451       461       6               65               5.8        ERR129164
150       265       4               70               2.0        ERR124257
150       265       4               71               2.0        ERR129127
150       265       4               77               2.0        ERR069727
140       169       4               93               11.0       ERR069843
150       265       4               96               2.0        ERR069752
150       265       4               99               2.0        ERR129214
150       265       4               102              2.0        ERR068046
150       265       4               103              2.0        ERR129215
140       169       4               108              11.0       ERR124255
150       265       4               111              2.0        ERR129159
140       169       4               116              11.0       ERR068005
451       461       6               118              5.8        ERR067981
140       169       4               121              11.0       ERR069785
140       169       4               128              11.0       ERR065353
150       265       4               133              2.0        ERR129154
150       265       4               135              2.0        ERR068040
150       265       4               141              2.0        ERR067986
150       265       4               142              2.0        ERR124291
150       265       4               146              2.0        ERR069822
150       265       4               148              2.0        ERR124288
140       169       4               152              11.0       ERR069710
150       265       4               153              2.0        ERR065310
150       265       4               156              2.0        ERR069789
140       169       4               159              11.0       ERR129027
451       461       6               169              5.8        ERR129158
150       265       4               172              2.0        ERR124302
140       169       4               181              11.0       ERR129200
451       461       6               183              5.8        ERR068012
150       265       4               190              2.0        ERR129210
140       169       4               204              11.0       ERR065973
100       265       4               208              7.8        ERR069825
150       265       4               215              2.0        ERR124296
140       169       4               219              11.0       ERR068004
140       169       4               225              11.0       ERR069720
150       265       4               231              2.0        ERR069801
150       265       4               233              2.0        ERR129080
140       169       4               254              11.0       ERR069734
140       169       4               258              11.0       ERR129092
100       265       4               261              7.8        ERR068003
150       265       4               262              2.0        ERR124268
140       169       4               269              11.0       ERR068035
150       265       4               272              2.0        ERR069760
100       265       4               274              7.8        ERR069782
1         214       4               278              0.9        ERR129045
150       265       4               289              2.0        ERR068021
150       265       4               306              2.0        ERR129131
451       461       6               312              5.8        ERR069683
100       265       4               313              7.8        ERR069813
150       265       4               314              2.0        ERR124253
150       265       4               323              2.0        ERR069804
100       265       4               325              7.8        ERR065957
140       169       4               329              11.0       ERR069759
140       169       4               340              11.0       ERR069827
150       265       4               344              2.0        ERR129068
140       169       4               346              11.0       ERR069741
140       169       4               348              11.0       ERR129062
150       265       4               355              2.0        ERR129079
150       265       4               361              2.0        ERR124246
140       169       4               364              11.0       ERR124233
150       265       4               371              2.0        ERR129139
100       265       4               380              7.8        ERR069791
150       265       4               391              2.0        ERR124240
140       169       4               400              11.0       ERR068036
150       265       4               408              2.0        ERR124294
150       265       4               422              2.0        ERR069707
150       265       4               428              2.0        ERR068047
100       265       4               431              7.8        ERR065314
150       265       4               450              2.0        ERR129178
150       265       4               455              2.0        ERR067968
100       265       4               462              7.8        ERR069842
150       265       4               463              2.0        ERR129185
150       265       4               467              2.0        ERR129177
150       265       4               469              2.0        ERR069839
140       169       4               471              11.0       ERR069788
140       169       4               473              11.0       ERR069784
150       265       4               480              2.0        ERR124242
150       265       4               483              2.0        ERR129137
140       169       4               485              11.0       ERR129036
150       265       4               488              2.0        ERR065308
100       265       4               492              7.8        ERR129078
100       265       4               500              7.8        ERR069699
150       265       4               501              2.0        ERR069702
100       265       4               502              7.8        ERR069793
140       169       4               507              11.0       ERR068043
150       265       4               508              2.0        ERR065964
140       169       4               512              11.0       ERR129031
140       169       4               513              11.0       ERR129049
140       169       4               516              11.0       ERR067990
150       265       4               530              2.0        ERR069837
150       265       4               536              2.0        ERR068000
140       169       4               549              11.0       ERR069797
451       461       6               555              5.8        ERR129199
140       169       4               563              11.0       ERR129115
100       265       4               566              7.8        ERR069762
140       169       4               571              11.0       ERR069821
150       265       4               579              2.0        ERR067972
150       265       4               580              2.0        ERR124297
100       265       4               582              7.8        ERR067999
140       169       4               589              11.0       ERR129193
150       265       4               590              2.0        ERR129093
140       169       4               595              11.0       ERR067979
150       265       4               597              2.0        ERR124286
150       265       4               598              2.0        ERR129211
150       265       4               602              2.0        ERR124298
