2 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
588       628       2               5                3.8        ERR069709
588       628       2               13               3.8        ERR068001
435       653       2               27               0.9        ERR069824
435       653       2               38               0.9        ERR129102
435       653       2               39               0.9        ERR069729
588       628       2               56               3.8        ERR068005
435       653       2               59               0.9        ERR069792
435       653       2               62               0.9        ERR129044
588       628       2               63               3.8        ERR065353
588       628       2               65               3.8        ERR065953
435       653       2               70               0.9        ERR068031
588       628       2               77               3.8        ERR069710
588       628       2               81               3.8        ERR129027
435       653       2               88               0.9        ERR065354
588       628       2               111              3.8        ERR068004
588       628       2               131              3.8        ERR124223
588       628       2               132              3.8        ERR069734
588       628       2               133              3.8        ERR129092
435       653       2               158              0.9        ERR069772
435       653       2               167              0.9        ERR069692
588       628       2               168              3.8        ERR069759
435       653       2               169              0.9        ERR069723
588       628       2               172              3.8        ERR069827
435       653       2               175              0.9        ERR069806
588       628       2               177              3.8        ERR069741
435       653       2               203              0.9        ERR129071
435       653       2               204              0.9        ERR069697
435       653       2               225              0.9        ERR069730
435       653       2               234              0.9        ERR069810
1         186       4               237              2.4        ERR129177
588       628       2               241              3.8        ERR069788
588       628       2               242              3.8        ERR069784
588       628       2               262              3.8        ERR068043
435       653       2               283              0.9        ERR069816
588       628       2               287              3.8        ERR129115
435       653       2               299              0.9        ERR065956
435       653       2               301              0.9        ERR069808
588       628       2               303              3.8        ERR067979
435       653       2               307              0.9        ERR129194
