3 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1451      1588      2               5                2.8        ERR069700
1431      1588      2               22               1.5        ERR067966
1451      1588      2               34               2.8        ERR067969
1451      1588      2               60               2.8        ERR124314
1451      1474      2               159              5.8        ERR129027
1451      1588      2               175              2.8        ERR069787
1709      1867      4               185              3.2        ERR067993
1451      1588      2               190              2.8        ERR069744
1451      1588      2               209              2.8        ERR069825
1709      1858      4               319              3.6        ERR069803
1451      1588      2               378              3.0        ERR129128
1451      1588      2               414              2.8        ERR067975
1451      1588      2               450              2.8        ERR069763
1709      1858      4               455              3.6        ERR069841
1451      1588      2               499              2.8        ERR069747
1451      1588      2               526              2.8        ERR124303
1451      1474      2               570              5.8        ERR129115
1451      1588      2               582              2.8        ERR065963
