16 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
729       770       5               1                4.3        ERR069738
990       1011      2               3                6.3        ERR129065
729       770       5               5                4.3        ERR069700
990       1011      2               6                6.3        ERR124247
949       1045      2               14               11.7       ERR129212
729       770       5               15               4.3        ERR068037
1124      1330      3               16               8.2        ERR069814
990       1045      6               21               12.8       ERR069773
1046      1123      7               21               0.8        ERR069773
729       770       5               22               4.3        ERR067966
729       770       5               28               3.6        ERR124319
1195      1518      3               28               7.8        ERR124319
1         328       4               31               3.8        ERR069764
667       728       3               31               6.4        ERR069764
1124      1330      3               32               8.2        ERR068007
729       770       5               34               4.3        ERR067969
990       1123      2               37               1.2        ERR065325
990       1011      2               38               6.3        ERR124256
990       1123      2               42               1.2        ERR065960
1         666       5               46               2.4        ERR124244
990       1011      2               49               6.3        ERR069826
729       770       5               55               4.3        ERR129096
990       1011      2               56               6.3        ERR129107
990       1011      2               57               6.3        ERR069809
990       1045      6               58               12.8       ERR065302
1046      1123      7               58               0.8        ERR065302
729       770       5               59               4.3        ERR129187
729       770       5               60               4.3        ERR124314
729       770       5               61               4.3        ERR069686
990       1011      2               63               6.3        ERR068048
667       820       4               65               5.1        ERR129164
729       770       5               66               4.3        ERR069688
729       770       5               68               4.3        ERR124307
1124      1330      3               70               8.2        ERR124257
1124      1330      3               79               8.2        ERR065332
990       1011      2               83               6.3        ERR129155
990       1045      6               86               12.8       ERR129040
1046      1123      7               86               0.8        ERR129040
938       1045      2               92               10.8       ERR069748
667       820       4               95               5.1        ERR129088
990       1011      2               97               6.3        ERR065350
729       770       5               101              4.3        ERR124310
729       770       5               106              4.3        ERR068014
729       770       5               112              4.3        ERR129204
729       770       5               113              4.3        ERR129094
949       1045      2               114              11.7       ERR069689
667       789       4               118              7.0        ERR067981
729       770       5               119              4.3        ERR067996
990       1011      2               127              6.3        ERR129044
1124      1330      3               134              8.2        ERR069725
990       1011      2               144              6.3        ERR069780
729       770       5               148              3.6        ERR124288
1195      1518      3               148              7.8        ERR124288
1124      1330      3               149              8.2        ERR129026
729       770       2               150              3.7        ERR124218
990       1011      2               151              6.3        ERR068027
1124      1330      3               156              8.2        ERR069789
