5 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
705       760       5               2                1.8        ERR065974
1         76        4               10               10.1       ERR129179
1         76        4               17               10.1       ERR124241
1         76        4               19               10.1       ERR124293
525       798       1               21               3.4        ERR069773
732       782       2               25               0.4        ERR124226
1         76        4               35               10.1       ERR069703
1         76        4               39               10.1       ERR129087
705       760       5               50               1.8        ERR065341
705       760       5               54               1.8        ERR129130
525       798       1               58               3.4        ERR065302
1         76        4               69               10.1       ERR067962
1         76        4               85               10.1       ERR129148
525       798       1               86               3.4        ERR129040
1         76        4               117              10.1       ERR069749
1         76        4               125              10.1       ERR124277
1         76        4               129              10.1       ERR129074
525       798       1               131              3.4        ERR065953
1         76        4               155              10.1       ERR065300
705       760       5               163              1.8        ERR065965
1         76        4               167              10.1       ERR065324
1         76        4               179              10.1       ERR065329
705       798       5               185              2.0        ERR067993
1         76        4               195              10.1       ERR068019
1         76        4               196              10.1       ERR129099
1         76        4               203              10.1       ERR124250
1         76        4               211              10.1       ERR124316
525       798       1               219              3.4        ERR068039
1         76        4               224              10.1       ERR129086
1         76        4               226              10.1       ERR069834
732       782       2               229              0.4        ERR129064
1         76        4               241              10.1       ERR069726
732       782       2               250              0.4        ERR069769
1         76        4               258              10.1       ERR129143
1         76        4               259              10.1       ERR124299
1         76        4               262              10.1       ERR068002
655       798       4               265              10.4       ERR129181
705       760       5               273              1.8        ERR124278
1         76        4               277              10.1       ERR124236
705       798       5               319              2.0        ERR069803
525       798       1               363              3.4        ERR129124
1         76        4               370              10.1       ERR068029
1         76        4               372              10.1       ERR124279
1         76        4               379              10.1       ERR129163
1         76        4               387              10.1       ERR129134
1         76        4               389              10.1       ERR065351
1         76        4               402              10.1       ERR067988
1         76        4               406              10.1       ERR129035
705       760       5               418              1.8        ERR065289
525       798       1               423              3.4        ERR065321
1         76        4               436              10.1       ERR124301
1         76        4               446              10.1       ERR069728
1         76        4               453              10.1       ERR124290
705       798       5               455              2.0        ERR069841
705       760       5               492              1.8        ERR065296
1         76        4               509              10.1       ERR129119
1         76        4               511              10.1       ERR124273
1         76        4               529              10.1       ERR129173
525       798       1               534              3.4        ERR129188
525       798       1               537              3.4        ERR129056
525       798       1               541              3.4        ERR069775
1         76        4               554              10.1       ERR069733
1         76        4               565              10.1       ERR129104
1         76        4               569              10.1       ERR067963
1         76        4               574              10.1       ERR067970
1         76        4               579              10.1       ERR067992
1         76        4               584              10.1       ERR124275
1         76        4               599              10.1       ERR129089
1         76        4               609              10.1       ERR068033
