7 RECENT RECOMBINATION EVENTS
Start     End       DonorLineage    RecipientStrain  log(BF)    StrainName
1         345       1               1                4.0        ERR069738
1         234       2               11               5.4        ERR129176
1         234       2               12               5.4        ERR069709
1         345       1               15               4.0        ERR068037
1         234       2               28               5.4        ERR124319
1         234       2               29               5.4        ERR068001
1         234       2               30               5.4        ERR129117
66        147       4               46               3.6        ERR124244
1         345       1               55               4.0        ERR129096
1         345       1               61               4.0        ERR069686
1         345       1               66               4.0        ERR069688
1         345       1               68               4.0        ERR124307
1         74        1               79               1.8        ERR065332
1         234       2               82               5.4        ERR129213
1         234       2               84               5.4        ERR129042
1         234       2               110              5.4        ERR124235
1         298       1               112              2.1        ERR129204
1         298       1               119              2.1        ERR067996
107       200       3               126              0.5        ERR124228
1         50        5               127              0.2        ERR129044
1         262       2               128              7.8        ERR065353
1         262       2               131              7.8        ERR065953
1         69        1               134              2.0        ERR069725
1         262       2               137              7.8        ERR129157
1         262       2               148              7.8        ERR124288
1         69        1               149              2.0        ERR129026
1         262       2               152              7.8        ERR069710
1         284       1               157              2.5        ERR065343
1         69        1               170              2.0        ERR069698
1         298       1               182              2.1        ERR067995
1         69        1               184              2.0        ERR124274
1         74        1               185              1.8        ERR067993
1         262       2               186              7.8        ERR069708
107       200       3               199              0.5        ERR067961
1         69        1               207              2.0        ERR124283
1         69        1               208              2.0        ERR065293
1         262       2               220              7.8        ERR068004
1         298       1               222              2.1        ERR124248
1         69        1               234              2.0        ERR124221
1         69        1               236              2.0        ERR068026
1         298       1               242              2.1        ERR065338
1         69        1               244              2.0        ERR065297
1         234       2               256              5.4        ERR069734
1         234       2               257              5.4        ERR129167
1         234       2               260              5.4        ERR129092
107       200       3               284              0.5        ERR124292
1         234       2               286              5.4        ERR124308
107       200       3               293              0.5        ERR124312
1         298       1               299              2.1        ERR069767
1         69        1               317              2.0        ERR069724
1         74        1               319              1.8        ERR069803
1         234       2               326              5.4        ERR065303
1         69        1               328              2.0        ERR068042
1         69        1               330              2.0        ERR124249
1         69        1               338              2.0        ERR129198
1         384       2               339              2.0        ERR069742
107       200       3               340              0.5        ERR069718
107       200       3               341              0.5        ERR124224
1         234       2               343              5.4        ERR069827
1         69        1               348              2.0        ERR067978
1         234       2               351              8.4        ERR129062
1         298       1               360              2.1        ERR124260
1         69        1               371              2.0        ERR124239
1         298       1               376              2.1        ERR069778
1         69        1               380              2.0        ERR068028
1         234       2               382              5.4        ERR068023
67        163       2               396              4.9        ERR065315
1         298       1               401              2.1        ERR129156
1         234       2               412              5.4        ERR124294
107       200       3               413              0.5        ERR124243
1         69        1               417              2.0        ERR124272
1         298       1               431              2.1        ERR069836
70        160       4               438              1.0        ERR067982
107       200       3               439              0.5        ERR124276
107       200       3               443              0.5        ERR129067
1         69        1               451              2.0        ERR124300
1         74        1               455              1.8        ERR069841
67        163       2               460              4.9        ERR069739
1         298       1               464              2.1        ERR067965
1         298       1               470              2.1        ERR124318
1         384       2               472              2.0        ERR065352
1         234       2               476              5.4        ERR069788
1         234       2               478              5.4        ERR069784
1         69        1               498              2.0        ERR129054
1         234       2               513              5.4        ERR068043
107       200       3               547              0.5        ERR129073
1         169       1               549              4.5        ERR069840
1         298       1               566              2.1        ERR069783
67        163       2               568              4.9        ERR069695
1         234       2               587              5.4        ERR124297
1         298       1               592              2.1        ERR067987
1         234       2               606              5.4        ERR124286
1         50        5               612              0.2        ERR129194
